edad,estado_civil,tipo_de_vivienda,estrato,nivel_academico,profesion,tipo_contrato,antiguedad_trabajo,cargo,ingresos,gastos,activos,pasivos,origen_fondos,declara_renta,referencias_familiares,es_pep,responsabilidad_fiscal_exterior,tipo_credito,monto_solicitado,destino_credito,scoring_puntaje,favorable,cuotas_pagar
35,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Profesional,4700000,3000000,23000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,265,Sí,23
31,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4200000,2800000,21000000,16000000,Salario,No,1,No,No,Crédito de consumo,9000000,Viajes y turismo,255,Sí,20
36,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,7,Profesional,4900000,3300000,24000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,24
39,Unión Libre,Familiar,5,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4800000,3200000,25000000,20000000,Salario,No,2,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,22
32,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Asesor,4600000,3000000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,260,Sí,21
37,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,5000000,3500000,24000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,270,Sí,24
34,Unión Libre,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4500000,3100000,21000000,18000000,Salario,No,1,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,23
38,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,4700000,3300000,23000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,22
40,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4900000,3400000,25000000,20000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,23
30,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,4,Profesional,3500000,2500000,18000000,15000000,Salario,Sí,1,No,No,Crédito de consumo,9000000,Viajes y turismo,250,Sí,20
34,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término indefinido,5,Asesor,4000000,3000000,20000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,22
33,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4600000,3300000,21000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,23
36,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Asesor,4200000,3200000,19000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,255,Sí,21
31,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,4800000,3400000,23000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,24
38,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4900000,3300000,24000000,19000000,Salario,No,1,No,No,Crédito de consumo,11500000,Viajes y turismo,265,Sí,23
32,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,4,Profesional,4700000,3000000,22000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,260,Sí,22
35,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,6,Asesor,4500000,3200000,20000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,21
37,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,5000000,3400000,23000000,19000000,Salario,No,1,No,No,Crédito de consumo,12000000,Viajes y turismo,270,Sí,24
39,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4600000,3100000,21000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,265,Sí,22
32,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,4,Profesional,4000000,2800000,20000000,15000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,250,Sí,20
34,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Asesor,3800000,3100000,21000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,265,Sí,21
30,Casado,Propia,5,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4500000,3300000,23000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,11500000,Viajes y turismo,260,Sí,22
33,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Profesional,4700000,3000000,22000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,12000000,Viajes y turismo,270,Sí,24
35,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,7,Asesor,4200000,2900000,21000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,255,Sí,23
36,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,6,Profesional,4900000,3400000,24000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,10000000,Viajes y turismo,265,Sí,22
31,Unión Libre,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4300000,3200000,21500000,18000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,260,Sí,21
37,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4600000,3300000,23000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,265,Sí,24
39,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Asesor,5000000,3500000,25000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,270,Sí,23
40,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,7,Profesional,4500000,3100000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,260,Sí,22
32,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,4,Profesional,4200000,3000000,22000000,15000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,255,Sí,20
34,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Asesor,3800000,2800000,21000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,10000000,Viajes y turismo,265,Sí,22
30,Casado,Propia,5,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4500000,3300000,24000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,11500000,Viajes y turismo,260,Sí,24
33,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Profesional,4700000,3200000,23000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,21
35,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Asesor,4300000,3100000,21500000,20000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,23
36,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,7,Profesional,4900000,3400000,25000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,10000000,Viajes y turismo,275,Sí,20
31,Unión Libre,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4200000,3000000,23000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,260,Sí,22
37,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4600000,3300000,24000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,23
39,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Asesor,5000000,3500000,25000000,21000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,21
40,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,7,Profesional,4800000,3200000,23500000,20000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,265,Sí,24
31,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Asesor,4000000,2800000,21000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,22
34,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término indefinido,6,Profesional,4700000,3200000,23000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,265,Sí,21
36,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4500000,3100000,24000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,12000000,Viajes y turismo,270,Sí,24
32,Unión Libre,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,3,Profesional,4300000,3000000,22000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,9500000,Viajes y turismo,255,Sí,20
35,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Asesor,4800000,3300000,25000000,20000000,Salario,Sí,1,No,No,Crédito de consumo,11500000,Viajes y turismo,268,Sí,23
33,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,6,Profesional,4600000,3000000,21000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,260,Sí,21
37,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4200000,2800000,22000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,263,Sí,22
38,Casado,Propia,5,Pregrado,2145,Contrato de trabajo a término indefinido,7,Profesional,5000000,3400000,24000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,270,Sí,24
30,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4200000,3000000,23000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,250,Sí,20
39,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4900000,3200000,25000000,21000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,267,Sí,22
31,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,3800000,2500000,20000000,16000000,Salario,Sí,2,No,No,Crédito de consumo,9500000,Viajes y turismo,260,Sí,22
34,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4700000,3000000,23000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,255,Sí,21
36,Casado,Propia,5,Pregrado,2145,Contrato de trabajo a término fijo,4,Profesional,4600000,3200000,22000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,265,Sí,23
32,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Asesor,4200000,2800000,21000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,250,Sí,20
33,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4900000,3300000,24000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,11500000,Viajes y turismo,270,Sí,24
35,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término indefinido,4,Asesor,4300000,3100000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,9800000,Viajes y turismo,258,Sí,22
37,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,3,Profesional,4500000,3000000,21000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,263,Sí,21
38,Unión Libre,Familiar,5,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4700000,3300000,23000000,20000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,267,Sí,23
39,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,7,Profesional,5000000,3500000,24000000,21000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,275,Sí,24
30,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Asesor,4200000,2900000,21000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,260,Sí,22
31,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Profesional,4200000,2500000,20000000,15000000,Salario,Sí,1,No,No,Crédito de consumo,9000000,Viajes y turismo,255,Sí,22
33,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,6,Asesor,4700000,2800000,22000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,21
34,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término indefinido,4,Profesional,4900000,3100000,23000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,23
30,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,7,Asesor,4300000,2900000,21000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,9500000,Viajes y turismo,260,Sí,22
36,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4600000,3000000,24000000,20000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,255,Sí,21
35,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,4,Asesor,4200000,2800000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,10500000,Viajes y turismo,260,Sí,23
32,Unión Libre,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4800000,3200000,23000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,9500000,Viajes y turismo,265,Sí,22
37,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,3,Asesor,4700000,3300000,24000000,20000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,270,Sí,24
39,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,7,Profesional,5000000,3500000,25000000,21000000,Salario,Sí,2,No,No,Crédito de consumo,11500000,Viajes y turismo,275,Sí,24
34,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Asesor,4600000,3100000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,22
32,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4300000,2800000,20000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,9000000,Viajes y turismo,250,Sí,22
35,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4600000,3200000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,21
38,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,7,Profesional,4800000,3000000,24000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,23
30,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,4,Asesor,4200000,2700000,21000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,255,Sí,22
36,Unión Libre,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4900000,3400000,23000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,21
33,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4500000,2900000,22000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,9800000,Viajes y turismo,260,Sí,24
39,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,7,Profesional,5000000,3500000,25000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,11500000,Viajes y turismo,275,Sí,23
34,Unión Libre,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Asesor,4700000,3000000,23000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,265,Sí,22
37,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4600000,3100000,22000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,21
32,Casado,Propia,5,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4300000,2800000,21000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,260,Sí,22
34,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4500000,2900000,21000000,16000000,Salario,Sí,2,No,No,Crédito de consumo,9500000,Viajes y turismo,260,Sí,22
32,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4700000,3200000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,21
38,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,7,Profesional,4900000,3300000,24000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,24
36,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4200000,2700000,20000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,260,Sí,22
39,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Profesional,4800000,3400000,23000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,11500000,Viajes y turismo,275,Sí,23
33,Unión Libre,Propia,5,Pregrado,2145,Contrato de trabajo a término fijo,6,Asesor,4600000,3100000,22000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,21
35,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término indefinido,7,Profesional,5000000,3500000,25000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,280,Sí,24
32,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,5,Asesor,4500000,2900000,21000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,265,Sí,23
37,Unión Libre,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4700000,3300000,23000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,22
34,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,4,Asesor,4400000,2800000,21500000,18000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,21
31,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4200000,2900000,20000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,255,Sí,22
33,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,6,Asesor,4600000,3200000,22000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,265,Sí,21
38,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,4,Profesional,4800000,3400000,23000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,11500000,Viajes y turismo,270,Sí,24
35,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,7,Asesor,4700000,3300000,24000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,22
39,Unión Libre,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Profesional,5000000,3500000,25000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,280,Sí,23
36,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Asesor,4400000,3000000,21000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,21
32,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,4,Profesional,4300000,2900000,20000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,9500000,Viajes y turismo,255,Sí,22
34,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Asesor,4600000,3100000,22000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,265,Sí,24
37,Casado,Propia,5,Pregrado,2145,Contrato de trabajo a término indefinido,6,Profesional,4900000,3300000,24000000,20000000,Salario,Sí,1,No,No,Crédito de consumo,11500000,Viajes y turismo,270,Sí,23
32,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,7,Asesor,4500000,3000000,21000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,21
30,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,4,Profesional,4000000,3000000,18000000,15000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,255,Sí,24
33,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Asesor,4500000,3300000,21000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,265,Sí,22
37,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4700000,3200000,23000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,12000000,Viajes y turismo,270,Sí,23
32,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término indefinido,4,Asesor,4600000,3000000,20000000,16000000,Salario,Sí,2,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,22
34,Unión Libre,Propia,5,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4800000,3500000,24000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,11500000,Viajes y turismo,275,Sí,24
36,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,4200000,3100000,22000000,18000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,265,Sí,21
35,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4500000,3300000,21000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,23
38,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,4,Asesor,4700000,3400000,25000000,20000000,Salario,Sí,1,No,No,Crédito de consumo,12000000,Viajes y turismo,275,Sí,22
39,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Profesional,5000000,3500000,24000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,23
32,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,3,Asesor,4200000,3100000,21000000,16000000,Salario,Sí,2,No,No,Crédito de consumo,10500000,Viajes y turismo,260,Sí,21
31,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,4,Profesional,4000000,3200000,18000000,15000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,255,Sí,24
34,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Asesor,4500000,3300000,21000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,260,Sí,23
38,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4800000,3400000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,11500000,Viajes y turismo,265,Sí,22
35,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,4,Asesor,4600000,3000000,20000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,10500000,Viajes y turismo,270,Sí,23
32,Unión Libre,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,3,Profesional,4300000,3100000,21000000,16000000,Salario,Sí,2,No,No,Crédito de consumo,10000000,Viajes y turismo,265,Sí,21
37,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,5,Asesor,4700000,3300000,24000000,19000000,Salario,Sí,1,No,No,Crédito de consumo,12000000,Viajes y turismo,275,Sí,24
39,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4900000,3500000,23000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,22
33,Casado,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,4,Asesor,4600000,3200000,21000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,10500000,Viajes y turismo,260,Sí,21
30,Casado,Familiar,5,Pregrado,2145,Contrato de trabajo a término fijo,3,Profesional,4200000,3000000,20000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,255,Sí,18
36,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,7,Asesor,4800000,3400000,25000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,270,Sí,23
31,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,4,Profesional,4200000,2800000,20000000,15000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,265,Sí,24
34,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Asesor,4500000,3200000,21000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,260,Sí,23
33,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4700000,3300000,22000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,11500000,Viajes y turismo,270,Sí,22
38,Unión Libre,Propia,5,Pregrado,2145,Contrato de trabajo a término indefinido,4,Asesor,4800000,3500000,24000000,19000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,265,Sí,24
35,Casado,Familiar,3,Pregrado,2145,Contrato de trabajo a término fijo,3,Profesional,4400000,3000000,20000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,21
32,Unión Libre,Propia,4,Pregrado,2145,Contrato de trabajo a término indefinido,5,Asesor,4600000,3300000,21000000,18000000,Salario,Sí,1,No,No,Crédito de consumo,11000000,Viajes y turismo,270,Sí,22
36,Casado,Familiar,4,Pregrado,2145,Contrato de trabajo a término fijo,7,Profesional,4900000,3400000,25000000,20000000,Salario,Sí,2,No,No,Crédito de consumo,12000000,Viajes y turismo,275,Sí,24
39,Unión Libre,Propia,3,Pregrado,2145,Contrato de trabajo a término indefinido,4,Asesor,4700000,3200000,22000000,17000000,Salario,Sí,1,No,No,Crédito de consumo,10500000,Viajes y turismo,260,Sí,23
30,Casado,Propia,5,Pregrado,2145,Contrato de trabajo a término fijo,6,Profesional,4500000,3100000,22000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,10000000,Viajes y turismo,265,Sí,22
37,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,3,Asesor,4300000,3300000,20000000,16000000,Salario,Sí,1,No,No,Crédito de consumo,10500000,Viajes y turismo,270,Sí,21
32,Casado,Propia,3,Pregrado,2145,Contrato de trabajo a término fijo,5,Profesional,4500000,3000000,20000000,15000000,Salario,Sí,1,No,No,Crédito de consumo,10000000,Viajes y turismo,260,Sí,22
35,Unión Libre,Familiar,4,Pregrado,2145,Contrato de trabajo a término indefinido,4,Asesor,4700000,3300000,22000000,17000000,Salario,Sí,2,No,No,Crédito de consumo,11000000,Viajes y turismo,265,Sí,23
